target_id	length	eff_length	est_counts	tpm
BgeEVm016570t1	1177	1017.07	1	0.408739
BgeEVm013496t1	1176	1016.07	1	0.409141
BgeEVm033854t2	1174	1014.07	2	0.819897
BgeEVm019740t1	1173	1013.07	3.44536	1.41381
BgeEVm022536t1	1173	1013.07	15	6.15529
BgeEVm009626t1	1172	1012.07	13.6332	5.59995
BgeEVm017110t1	1172	1012.07	37.4878	15.3984
BgeEVm027149t1	1172	1012.07	1.10099	0.452242
BgeEVm009627t1	1172	1012.07	6	2.46455
BgeEVm017044t4	1169	1009.07	17.2065	7.08873
BgeEVm012304t1	1169	1009.07	10	4.1198
BgeEVm010580t1	1168	1008.07	1	0.412388
BgeEVm018353t1	1167	1007.07	1	0.412798
BgeEVm012015t1	1166	1006.07	3	1.23962
BgeEVm017909t1	1164	1004.07	1.39893	0.579202
BgeEVm009562t1	1164	1004.07	6	2.48419
BgeEVm031285t1	1163	1003.07	2.46829	1.02297
BgeEVm014111t1	1160	1000.07	8	3.3255
BgeEVm011814t1	1159	999.074	0	0
BgeEVm030158t1	1157	997.074	0	0
BgeEVm026752t1	1156	996.074	13.1787	5.50023
BgeEVm012940t1	1156	996.074	5	2.08678
BgeEVm020673t1	1155	995.074	4	1.6711
BgeEVm022534t1	1155	995.074	0	0
BgeEVm008724t1	1155	995.074	0	0
BgeEVm022846t2	1154	994.074	8.20886	3.43291
BgeEVm013520t1	1152	992.074	36.2179	15.1767
BgeEVm019737t1	1152	992.074	15.3747	6.44258
BgeEVm011035t1	1151	991.074	0	0
BgeEVm015132t1	1151	991.074	2	0.838924
BgeEVm014285t1	1150	990.074	4	1.67954
BgeEVm015307t1	1149	989.074	3.14251	1.32083
BgeEVm018234t1	1149	989.074	11.7216	4.9267
BgeEVm010275t1	1148	988.074	72.015	30.2993
BgeEVm014286t1	1148	988.074	16	6.73177
BgeEVm019598t1	1148	988.074	1	0.420736
BgeEVm012342t1	1148	988.074	0	0
BgeEVm014505t1	1147	987.074	2.51015	1.05718
BgeEVm011103t1	1147	987.074	0	0
BgeEVm018477t1	1147	987.074	3	1.26349
BgeEVm020674t1	1146	986.074	0	0
BgeEVm030159t1	1145	985.074	0	0
BgeEVm012937t1	1145	985.074	0	0
BgeEVm013084t1	1145	985.074	0	0
BgeEVm009625t1	1145	985.074	4.01375	1.69387
BgeEVm012383t1	1143	983.074	3	1.26863
BgeEVm010217t1	1143	983.074	1	0.422876
BgeEVm015816t1	1142	982.074	0	0
BgeEVm018478t1	1142	982.074	12.7168	5.38309
BgeEVm010910t1	1142	982.074	0	0
BgeEVm021755t1	1142	982.074	1	0.423306
BgeEVm009114t1	1142	982.074	0	0
BgeEVm011265t1	1141	981.074	0	0
BgeEVm013119t1	1140	980.074	0	0
BgeEVm012048t1	1139	979.074	2.36643	1.00479
BgeEVm026749t1	1139	979.074	295.673	125.544
BgeEVm013565t1	1139	979.074	10	4.24603
BgeEVm012116t1	1139	979.074	2	0.849206
BgeEVm014983t1	1139	979.074	1	0.424603
BgeEVm010344t1	1139	979.074	7	2.97222
BgeEVm017610t1	1138	978.074	10.7934	4.5876
BgeEVm041645t1	1138	978.074	5	2.12519
BgeEVm016697t1	1137	977.074	0	0
BgeEVm013085t1	1136	976.074	0	0
BgeEVm016566t1	1132	972.074	14.305	6.1177
BgeEVm025617t1	1132	972.074	0	0
BgeEVm019300t1	1132	972.074	2	0.855322
BgeEVm012206t1	1131	971.074	1	0.428101
BgeEVm012151t1	1131	971.074	2	0.856202
BgeEVm012228t1	1127	967.074	47	20.204
BgeEVm023118t1	1127	967.074	0	0
BgeEVm013424t1	1127	967.074	9	3.86885
BgeEVm018622t1	1127	967.074	3	1.28962
BgeEVm012908t1	1126	966.074	3	1.29095
BgeEVm014936t1	1125	965.074	17	7.32297
BgeEVm015920t2	1124	964.074	0	0
BgeEVm017503t1	1123	963.074	0	0
BgeEVm018350t1	1121	961.074	11.934	5.16213
BgeEVm011564t1	1121	961.074	3	1.29767
BgeEVm036895t1	1120	960.074	10.7035	4.63469
BgeEVm027566t1	1120	960.074	724.234	313.598
BgeEVm021531t1	1119	959.074	0	0
BgeEVm020279t1	1118	958.074	1	0.43391
BgeEVm014283t1	1117	957.074	4	1.73745
BgeEVm016125t2	1116	956.074	0	0
BgeEVm023119t1	1115	955.074	6	2.61164
BgeEVm010691t1	1115	955.074	4	1.74109
BgeEVm022530t1	1115	955.074	0	0
BgeEVm010598t1	1114	954.074	0	0
BgeEVm011713t1	1114	954.074	1.52853	0.666024
BgeEVm014362t1	1113	953.074	0	0
BgeEVm022257t1	1113	953.074	0	0
BgeEVm012707t1	1112	952.074	3	1.30993
BgeEVm026345t1	1111	951.074	23.2295	10.1537
BgeEVm023120t1	1110	950.074	0	0
BgeEVm014864t1	1110	950.074	0	0
BgeEVm009492t1	1109	949.074	6	2.62815
BgeEVm022002t1	1108	948.074	0	0
BgeEVm015989t1	1106	946.074	1	0.439414
BgeEVm019140t1	1105	945.074	3.82077	1.68068
BgeEVm028527t1	1105	945.074	0	0
BgeEVm025262t1	1105	945.074	1.81795	0.799677
BgeEVm035300t3	1105	945.074	46.7604	20.5689
BgeEVm010716t1	1105	945.074	3	1.31964
BgeEVm013711t1	1105	945.074	0	0
BgeEVm022258t1	1104	944.074	4.86086	2.14045
BgeEVm012150t1	1104	944.074	2	0.880689
BgeEVm012853t1	1102	942.074	0	0
BgeEVm013593t3	1101	941.074	5.30004	2.34129
BgeEVm025987t1	1101	941.074	0	0
BgeEVm009156t1	1101	941.074	0	0
BgeEVm016123t1	1100	940.074	0	0
BgeEVm011837t1	1100	940.074	0	0
BgeEVm020472t1	1099	939.074	4.24651	1.87988
BgeEVm023404t1	1097	937.074	12.3307	5.4703
BgeEVm010247t1	1095	935.074	2	0.889166
BgeEVm040679t2	1094	934.074	4.25703	1.89463
BgeEVm026747t1	1094	934.074	1	0.445059
BgeEVm021997t1	1093	933.074	0	0
BgeEVm019141t1	1093	933.074	1.01321	0.451423
BgeEVm024281t1	1092	932.074	0	0
BgeEVm010743t1	1092	932.074	4.01255	1.78965
BgeEVm011469t1	1091	931.074	2.32547	1.03831
BgeEVm018757t1	1091	931.074	10.1384	4.52673
BgeEVm022531t1	1090	930.074	3	1.34092
BgeEVm011033t1	1089	929.074	2.00706	0.898069
BgeEVm020278t1	1088	928.074	2.09877	0.940113
BgeEVm016826t1	1087	927.074	32	14.3494
BgeEVm017814t1	1086	926.074	2.85129	1.27995
BgeEVm010797t1	1085	925.074	0	0
BgeEVm016501t1	1083	923.074	1.54115	0.694075
BgeEVm012548t1	1082	922.074	0	0
BgeEVm011563t1	1082	922.074	3	1.35255
BgeEVm011102t1	1081	921.074	0	0
BgeEVm021530t1	1081	921.074	0	0
BgeEVm022255t1	1080	920.074	0	0
BgeEVm023398t1	1079	919.074	6.77764	3.06568
BgeEVm028521t1	1079	919.074	4.17853	1.89004
BgeEVm016502t1	1078	918.074	0	0
BgeEVm015128t1	1076	916.074	0	0
BgeEVm016884t1	1076	916.074	7.25098	3.29052
BgeEVm011813t2	1076	916.074	2	0.907608
BgeEVm010959t1	1076	916.074	0	0
BgeEVm011133t1	1076	916.074	21	9.52988
BgeEVm018758t1	1075	915.074	8.26693	3.75566
BgeEVm022836t1	1075	915.074	20.9332	9.50997
BgeEVm013199t1	1074	914.074	0	0
BgeEVm014584t1	1073	913.074	0	0
BgeEVm013765t1	1073	913.074	20.0133	9.11197
BgeEVm018233t1	1072	912.074	0	0
BgeEVm016962t1	1071	911.074	6.09164	2.77958
BgeEVm010909t1	1070	910.074	7.74041	3.53579
BgeEVm013875t1	1070	910.074	2.50976	1.14645
BgeEVm010482t1	1070	910.074	0	0
BgeEVm011649t1	1066	906.074	0	0
BgeEVm013167t6	1061	901.074	26.9698	12.4428
BgeEVm012804t1	1061	901.074	0	0
BgeEVm015613t3	1061	901.074	3	1.38407
BgeEVm019451t1	1061	901.074	10	4.61358
BgeEVm021750t1	1061	901.074	3	1.38407
BgeEVm022527t1	1060	900.074	1.21983	0.563406
BgeEVm012300t1	1058	898.074	11	5.09189
BgeEVm028053t1	1058	898.074	8	3.7032
BgeEVm025258t3	1057	897.074	1.09933	0.509445
BgeEVm038788t1	1056	896.074	4	1.85573
BgeEVm014142t1	1056	896.074	9	4.17539
BgeEVm031874t1	1055	895.074	14.5364	6.75145
BgeEVm012259t1	1055	895.074	0	0
BgeEVm015550t1	1054	894.074	0	0
BgeEVm021084t1	1053	893.074	149.646	69.6587
BgeEVm012260t1	1053	893.074	0	0
BgeEVm016437t1	1052	892.074	20.8977	9.73862
BgeEVm014791t4	1052	892.074	0	0
BgeEVm020073t1	1052	892.074	3	1.39804
BgeEVm023989t1	1050	890.074	6	2.80236
BgeEVm021996t1	1050	890.074	0	0
BgeEVm020274t1	1049	889.074	5	2.33793
BgeEVm020071t1	1049	889.074	8.29264	3.87752
BgeEVm016499t1	1049	889.074	2	0.935171
BgeEVm012413t1	1047	887.074	10	4.68639
BgeEVm012803t1	1047	887.074	3	1.40592
BgeEVm015382t1	1046	886.074	15	7.03753
BgeEVm011286t1	1046	886.074	0	0
BgeEVm011835t1	1045	885.074	0	0
BgeEVm028054t1	1045	885.074	4.7602	2.23586
BgeEVm014981t1	1044	884.074	0	0
BgeEVm016822t1	1043	883.074	3.81114	1.79414
BgeEVm015653t1	1043	883.074	4	1.88305
BgeEVm013198t1	1042	882.074	12	5.65555
BgeEVm017108t1	1042	882.074	0	0
BgeEVm015053t1	1040	880.074	3	1.4171
BgeEVm010274t1	1040	880.074	0	0
BgeEVm028518t1	1039	879.074	1	0.472904
BgeEVm012299t1	1038	878.074	7.63656	3.61547
BgeEVm017500t1	1036	876.074	0	0
BgeEVm020663t1	1036	876.074	19	9.01595
BgeEVm014862t1	1036	876.074	78	37.0129
BgeEVm019889t1	1035	875.074	13	6.17586
BgeEVm013835t1	1035	875.074	2	0.950132
BgeEVm010111t2	1035	875.074	0	0
BgeEVm022522t1	1035	875.074	0	0
BgeEVm011598t1	1034	874.074	1	0.47561
BgeEVm013628t1	1033	873.074	2	0.952309
BgeEVm012802t1	1030	870.074	11	5.25576
BgeEVm011869t1	1029	869.074	3	1.43504
BgeEVm022250t1	1029	869.074	4.22538	2.02119
BgeEVm012204t1	1029	869.074	4	1.91338
BgeEVm014935t1	1029	869.074	1	0.478346
BgeEVm017501t1	1028	868.074	0	0
BgeEVm013591t1	1027	867.074	0	0
BgeEVm011625t1	1027	867.074	5	2.39725
BgeEVm012736t1	1027	867.074	5	2.39725
BgeEVm015916t1	1026	866.074	2.00085	0.960414
BgeEVm036887t1	1025	865.074	65	31.2362
BgeEVm014395t3	1025	865.074	3	1.44167
BgeEVm018347t1	1025	865.074	0	0
BgeEVm015917t1	1024	864.074	37.9974	18.2811
BgeEVm011350t1	1024	864.074	0	0
BgeEVm020270t1	1024	864.074	6	2.88668
BgeEVm014204t1	1023	863.074	21.0227	10.126
BgeEVm024277t2	1023	863.074	1.02575	0.494072
BgeEVm021080t1	1023	863.074	0	0
BgeEVm016183t1	1023	863.074	9	4.33504
BgeEVm022251t1	1022	862.074	9.04478	4.36166
BgeEVm019888t1	1022	862.074	2	0.96446
BgeEVm040666t1	1021	861.074	9.37259	4.52499
BgeEVm019450t4	1021	861.074	1	0.48279
BgeEVm017038t1	1020	860.074	36	17.4006
BgeEVm026339t1	1020	860.074	4	1.93341
BgeEVm012511t1	1019	859.074	0	0
BgeEVm010457t1	1019	859.074	1	0.483914
BgeEVm013080t1	1018	858.074	6	2.90687
BgeEVm019725t1	1017	857.074	1	0.485043
BgeEVm018123t1	1017	857.074	5.47652	2.65635
BgeEVm011886t1	1017	857.074	2	0.970086
BgeEVm011058t1	1017	857.074	2	0.970086
BgeEVm012547t1	1015	855.074	8	3.88942
BgeEVm019135t1	1015	855.074	0	0
BgeEVm033827t1	1012	852.074	7.20659	3.51602
BgeEVm015259t1	1012	852.074	0	0
BgeEVm016435t1	1012	852.074	0	0
BgeEVm012643t1	1012	852.074	0	0
BgeEVm025253t1	1012	852.074	0	0
BgeEVm016381t1	1011	851.074	0	0
BgeEVm014394t1	1009	849.074	37	18.1157
BgeEVm019293t1	1009	849.074	5.4863	2.68617
BgeEVm013709t1	1008	848.074	2.1165	1.03749
BgeEVm014819t1	1007	847.074	0	0
BgeEVm013710t1	1006	846.074	88	43.2387
BgeEVm018124t4	1003	843.074	5.51996	2.72188
BgeEVm018228t1	1001	841.074	1.00485	0.496665
BgeEVm014470t1	996	836.074	4	1.9889
BgeEVm036876t2	994	834.074	0	0
BgeEVm021745t1	993	833.074	14	6.98623
BgeEVm014359t1	993	833.074	0	0
BgeEVm024927t1	992	832.074	9	4.49655
BgeEVm017413t1	991	831.074	1.64134	0.821025
BgeEVm015090t1	991	831.074	0	0
BgeEVm013117t1	990	830.074	6	3.00492
BgeEVm019724t1	989	829.074	19.9061	9.98141
BgeEVm015013t1	989	829.074	0	0
BgeEVm013589t1	986	826.074	20.9915	10.5639
BgeEVm012616t1	986	826.074	0	0
BgeEVm021294t1	986	826.074	2.00301	1.00801
BgeEVm010193t1	985	825.074	0	0
BgeEVm018749t1	985	825.074	1.95949	0.987302
BgeEVm027539t1	985	825.074	0	0
BgeEVm017717t1	985	825.074	5	2.51928
BgeEVm017607t1	985	825.074	12	6.04626
BgeEVm010851t2	984	824.074	82	41.3663
BgeEVm021521t1	984	824.074	0	0
BgeEVm016249t1	983	823.074	2	1.01016
BgeEVm018120t1	982	822.074	3.19745	1.61693
BgeEVm016114t1	980	820.074	6	3.04156
BgeEVm011030t1	980	820.074	3	1.52078
BgeEVm011150t1	980	820.074	0	0
BgeEVm013833t1	979	819.074	16	8.12074
BgeEVm015258t2	979	819.074	4.55519	2.31197
BgeEVm029565t1	979	819.074	7	3.55282
BgeEVm020463t2	977	817.074	5.21033	2.65096
BgeEVm030695t1	977	817.074	1.15862	0.58949
BgeEVm017809t1	977	817.074	3.03513	1.54424
BgeEVm015914t1	977	817.074	0	0
BgeEVm013386t1	975	815.074	1	0.510037
BgeEVm016379t1	974	814.074	0	0
BgeEVm016686t1	974	814.074	0	0
BgeEVm011946t1	974	814.074	4	2.04265
BgeEVm014817t1	972	812.074	24.2821	12.4305
BgeEVm011918t1	972	812.074	0	0
BgeEVm023389t1	971	811.074	0	0
BgeEVm015423t1	966	806.074	597	307.892
BgeEVm010823t1	966	806.074	0	0
BgeEVm012486t1	966	806.074	0	0
BgeEVm014175t1	964	804.074	0	0
BgeEVm010988t1	964	804.074	0	0
BgeEVm012851t1	963	803.074	1	0.517658
BgeEVm023681t1	960	800.074	0	0
BgeEVm025249t1	960	800.074	0	0
BgeEVm014469t1	959	799.074	1	0.52025
BgeEVm012297t1	959	799.074	0	0
BgeEVm013265t1	959	799.074	17	8.84424
BgeEVm019722t1	957	797.074	0	0
BgeEVm017103t1	957	797.074	2	1.04311
BgeEVm021291t1	956	796.074	60	31.3326
BgeEVm021292t1	956	796.074	0	0
BgeEVm011648t1	956	796.074	0	0
BgeEVm013909t1	956	796.074	0	0
BgeEVm012826t1	955	795.074	496	259.342
BgeEVm013707t1	952	792.074	25.8819	13.584
BgeEVm013461t2	950	790.074	0	0
BgeEVm011885t1	950	790.074	0	0
BgeEVm023391t1	949	789.074	3.53142	1.8605
BgeEVm016685t1	949	789.074	3	1.58053
BgeEVm011057t1	948	788.074	2	1.05502
BgeEVm020266t1	946	786.074	2	1.05771
BgeEVm013905t1	946	786.074	0	0
BgeEVm011596t1	946	786.074	0	0
BgeEVm015171t1	943	783.074	4	2.12352
BgeEVm015751t1	942	782.074	0	0
BgeEVm011767t1	941	781.074	0	0
BgeEVm025974t1	940	780.074	1.00159	0.533766
BgeEVm015912t1	939	779.074	0	0
BgeEVm014006t1	937	777.074	0	0
BgeEVm016247t2	936	776.074	4.7027	2.51908
BgeEVm015089t1	936	776.074	6	3.21401
BgeEVm020878t1	936	776.074	0	0
BgeEVm011016t1	935	775.074	0	0
BgeEVm012203t1	934	774.074	1	0.537052
BgeEVm013906t1	934	774.074	1	0.537052
BgeEVm017494t1	934	774.074	4.08421	2.19343
BgeEVm013114t1	934	774.074	0	0
BgeEVm010958t1	934	774.074	0	0
BgeEVm017324t1	933	773.074	0	0
BgeEVm014079t1	932	772.074	2	1.07689
BgeEVm011132t1	932	772.074	1	0.538443
BgeEVm011673t1	931	771.074	2	1.07828
BgeEVm013706t1	931	771.074	5.79231	3.12287
BgeEVm021069t1	931	771.074	9.39909	5.06744
BgeEVm014787t1	930	770.074	25	13.496
BgeEVm012451t1	930	770.074	15.6096	8.42672
BgeEVm030685t1	930	770.074	6.06924	3.27643
BgeEVm018342t1	928	768.074	1	0.541247
BgeEVm013262t1	928	768.074	3	1.62374
BgeEVm013831t1	927	767.074	0.0163738	0.0088738
BgeEVm015612t1	927	767.074	2	1.08391
BgeEVm012484t1	927	767.074	3	1.62586
BgeEVm013308t1	927	767.074	0	0
BgeEVm010763t1	924	764.074	1	0.544081
BgeEVm033158t1	923	763.074	2	1.08959
BgeEVm013705t1	923	763.074	2	1.08959
BgeEVm017713t1	921	761.074	8.10426	4.42675
BgeEVm018613t1	921	761.074	0	0
BgeEVm011672t1	920	760.074	6	3.28166
BgeEVm022243t1	920	760.074	0	0
BgeEVm021070t1	919	759.074	0	0
BgeEVm013077t1	919	759.074	2	1.09533
BgeEVm016877t1	918	758.074	0	0
BgeEVm012043t1	918	758.074	2	1.09677
BgeEVm021288t1	917	757.074	1	0.549111
BgeEVm018463t1	916	756.074	1.11451	0.612799
BgeEVm014044t1	914	754.074	3.76118	2.07352
BgeEVm011529t1	914	754.074	3	1.65389
BgeEVm024576t1	913	753.074	0	0
BgeEVm018744t1	913	753.074	4	2.20811
BgeEVm014743t1	913	753.074	0	0
BgeEVm024922t1	912	752.074	0	0
BgeEVm020264t1	911	751.074	21	11.6235
BgeEVm021737t1	911	751.074	0	0
BgeEVm013111t1	909	749.074	6.84161	3.79693
BgeEVm014110t1	908	748.074	3	1.66715
BgeEVm032477t1	907	747.074	0	0
BgeEVm018742t1	905	745.074	0	0
BgeEVm011259t1	905	745.074	2	1.11591
BgeEVm011945t1	904	744.074	4	2.23482
BgeEVm020876t1	903	743.074	4.01077	2.24385
BgeEVm015127t1	903	743.074	0	0
BgeEVm016311t1	903	743.074	2	1.11891
BgeEVm011348t1	903	743.074	0	0
BgeEVm023104t4	902	742.074	0	0
BgeEVm021518t1	901	741.074	23	12.9022
BgeEVm019000t1	901	741.074	1.01335	0.568456
BgeEVm014427t1	901	741.074	1	0.560967
BgeEVm012799t1	899	739.074	1	0.562485
BgeEVm017711t1	899	739.074	0	0
BgeEVm017321t1	898	738.074	0	0
BgeEVm012296t1	897	737.074	0	0
BgeEVm022509t1	897	737.074	0	0
BgeEVm015421t1	896	736.074	2	1.12955
BgeEVm015255t1	895	735.074	2	1.13109
BgeEVm011647t1	895	735.074	2	1.13109
BgeEVm014542t1	893	733.074	0	0
BgeEVm022239t1	892	732.074	6	3.40718
BgeEVm022510t1	892	732.074	0	0
BgeEVm035230t1	891	731.074	2042	1161.16
BgeEVm012971t1	891	731.074	0	0
BgeEVm012798t1	891	731.074	37	21.0397
BgeEVm017598t1	889	729.074	1	0.5702
BgeEVm016112t1	889	729.074	0	0
BgeEVm013662t1	888	728.074	0	0
BgeEVm018462t1	887	727.074	4	2.28707
BgeEVm019879t1	887	727.074	2	1.14354
BgeEVm017031t1	886	726.074	0	0
BgeEVm029012t1	885	725.074	6	3.44007
BgeEVm014357t1	885	725.074	10.2454	5.87418
BgeEVm015698t1	884	724.074	0	0
Blattellicin_g4_alt_BgeEVm012378t1	884	724.074	4.62321	2.65436
BgeEVm016376t1	883	723.074	4	2.29973
BgeEVm013974t1	883	723.074	1	0.574931
BgeEVm018860t1	882	722.074	1.06084	0.610757
BgeEVm028502t1	881	721.074	0	0
BgeEVm014580t1	880	720.074	0	0
BgeEVm017901t1	880	720.074	0	0
BgeEVm017709t1	879	719.074	0	0
BgeEVm012999t1	879	719.074	0	0
BgeEVm022819t1	878	718.074	13	7.52615
BgeEVm030664t2	876	716.074	20.6926	12.0131
BgeEVm026322t1	875	715.074	0	0
BgeEVm014278t1	875	715.074	3	1.74409
BgeEVm019582t1	875	715.074	0	0
BgeEVm012377t1	873	713.074	0	0
BgeEVm017319t1	873	713.074	1	0.582994
BgeEVm026323t1	872	712.074	4.37399	2.55359
BgeEVm012295t1	871	711.074	0	0
BgeEVm018113t1	871	711.074	8	4.67707
BgeEVm013305t1	870	710.074	0	0
BgeEVm025958t1	869	709.074	5.11848	3.00087
BgeEVm012544t1	868	708.074	0	0
BgeEVm017596t1	867	707.074	0	0
BgeEVm036849t1	866	706.074	1.11384	0.6558
BgeEVm022820t1	865	705.074	4.03524	2.37921
BgeEVm020649t1	865	705.074	0	0
BgeEVm020453t1	864	704.074	2.10549	1.24318
BgeEVm038732t1	863	703.074	3	1.77386
BgeEVm019439t1	863	703.074	0	0
BgeEVm016039t1	862	702.074	0	0
BgeEVm025960t1	861	701.074	0	0
BgeEVm016624t1	860	700.074	10	5.9382
BgeEVm020062t1	860	700.074	0	0
BgeEVm022821t1	859	699.074	0	0
BgeEVm014740t1	859	699.074	0	0
BgeEVm011347t1	859	699.074	0	0
BgeEVm013042t1	859	699.074	0	0
BgeEVm014779t1	858	698.074	1	0.595521
BgeEVm012674t1	858	698.074	15.5	9.23058
BgeEVm019284t1	858	698.074	3	1.78656
BgeEVm013702t1	857	697.074	1	0.596376
BgeEVm019281t1	856	696.074	3	1.7917
BgeEVm017406t1	856	696.074	1	0.597232
BgeEVm012735t1	855	695.074	0	0
BgeEVm020454t2	854	694.074	29.3943	17.6058
BgeEVm011595t1	853	693.074	0	0
BgeEVm012447t1	852	692.074	0	0
BgeEVm020868t1	851	691.074	1	0.601553
BgeEVm029551t1	850	690.074	25.8139	15.5509
BgeEVm020869t1	850	690.074	0	0
BgeEVm020644t1	849	689.074	1	0.603299
BgeEVm020870t1	849	689.074	6.1106	3.68652
BgeEVm017029t1	848	688.074	4	2.4167
BgeEVm014042t1	847	687.074	11	6.65561
BgeEVm015419t1	845	685.074	8	4.85457
BgeEVm012508t1	845	685.074	0	0
BgeEVm017900t1	842	682.074	0	0
BgeEVm013586t1	842	682.074	0	0
BgeEVm016490t1	841	681.074	4.43307	2.70588
BgeEVm031837t1	841	681.074	1.02731	0.627056
BgeEVm014739t1	840	680.074	0	0
BgeEVm031838t1	839	679.074	0	0
BgeEVm013939t1	838	678.074	0	0
BgeEVm018605t1	836	676.074	1.21715	0.748426
BgeEVm039673t1	836	676.074	2.078	1.27776
BgeEVm011830t1	836	676.074	1	0.6149
BgeEVm011763t1	836	676.074	2	1.2298
BgeEVm014539t1	834	674.074	12.0422	7.42675
BgeEVm012375t2	834	674.074	0	0
BgeEVm018737t1	833	673.074	5.28977	3.26718
BgeEVm028023t1	833	673.074	1	0.617641
BgeEVm016374t1	833	673.074	0	0
BgeEVm013559t1	831	671.074	0	0
BgeEVm011619t1	831	671.074	0	0
BgeEVm020261t1	830	670.074	1.0412	0.645965
BgeEVm034451t1	830	670.074	0	0
BgeEVm022236t1	830	670.074	0	0
BgeEVm022812t1	828	668.074	1.04579	0.650758
BgeEVm020642t1	827	667.074	0	0
BgeEVm011670t1	825	665.074	1.08634	0.679041
BgeEVm015749t2	825	665.074	0	0
BgeEVm022234t1	822	662.074	4	2.51161
BgeEVm017403t1	821	661.074	0	0
BgeEVm023380t1	821	661.074	2	1.2577
BgeEVm023658t1	819	659.074	22.7945	14.3778
BgeEVm015350t1	819	659.074	1	0.630761
BgeEVm021730t1	818	658.074	4	2.52688
BgeEVm011760t1	817	657.074	0	0
BgeEVm011729t1	817	657.074	0	0
BgeEVm012480t1	817	657.074	0	0
BgeEVm020865t1	815	655.074	0	0
BgeEVm015049t1	815	655.074	2	1.26922
BgeEVm018111t1	814	654.074	0	0
BgeEVm014856t1	813	653.074	20.0292	12.7497
BgeEVm014738t1	812	652.074	0	0
BgeEVm012882t1	812	652.074	0	0
BgeEVm015010t1	812	652.074	0	0
BgeEVm013303t1	809	649.074	2	1.28096
BgeEVm019431t1	809	649.074	1	0.640478
BgeEVm018989t1	809	649.074	2	1.28096
BgeEVm014002t1	808	648.074	5	3.20733
BgeEVm014198t2	807	647.074	0	0
BgeEVm026722t2	807	647.074	0	0
BgeEVm018334t1	807	647.074	0	0
BgeEVm012072t1	803	643.074	3	1.93936
BgeEVm018110t1	802	642.074	6.34865	4.1105
BgeEVm018002t1	802	642.074	0	0
BgeEVm021979t1	801	641.074	12	7.78165
BgeEVm014737t1	801	641.074	4	2.59388
BgeEVm018335t1	800	640.074	11.4843	7.45886
BgeEVm012613t1	800	640.074	0	0
BgeEVm021282t1	799	639.074	52.1423	33.9186
BgeEVm017801t1	798	638.074	30.9428	20.1598
BgeEVm018990t1	797	637.074	0	0
BgeEVm016177t1	797	637.074	10.9125	7.12088
BgeEVm013903t1	795	635.074	3	1.96379
BgeEVm015347t1	795	635.074	4	2.61839
BgeEVm011975t1	792	632.074	0	0
BgeEVm031224t1	792	632.074	3.14385	2.06772
BgeEVm013258t1	792	632.074	2	1.31541
BgeEVm021978t1	792	632.074	0	0
BgeEVm018223t1	789	629.074	20	13.2168
BgeEVm014536t1	788	628.074	3	1.98568
BgeEVm012006t1	788	628.074	0	0
BgeEVm015808t1	784	624.074	1.50732	1.00408
BgeEVm019121t1	783	623.074	2.0568	1.3723
BgeEVm031217t1	783	623.074	0	0
BgeEVm017313t1	783	623.074	0	0
BgeEVm015204t1	782	622.074	0	0
BgeEVm020257t1	782	622.074	0	0
BgeEVm021279t1	782	622.074	0	0
BgeEVm012102t1	781	621.074	1	0.669353
BgeEVm016174t1	779	619.074	14	9.40122
BgeEVm016488t3	778	618.074	0	0
BgeEVm039645t1	778	618.074	23.1209	15.5512
BgeEVm013195t1	778	618.074	18	12.1068
BgeEVm013901t1	778	618.074	5	3.36301
BgeEVm018988t1	778	618.074	0	0
BgeEVm013660t1	778	618.074	1	0.672602
BgeEVm017799t1	778	618.074	0	0
BgeEVm024908t1	775	615.074	0	0
BgeEVm025949t1	775	615.074	1	0.675883
BgeEVm017800t1	775	615.074	0	0
BgeEVm022231t1	774	614.074	0	0
BgeEVm012253t1	773	613.074	0	0
BgeEVm012176t1	772	612.074	3	2.03759
BgeEVm016489t1	771	611.074	0	0
BgeEVm021726t1	770	610.074	0	0
BgeEVm015202t1	769	609.074	1	0.682541
BgeEVm014386t1	768	608.074	37.5639	25.6811
BgeEVm015048t1	768	608.074	2.23158	1.52565
BgeEVm014387t1	768	608.074	2	1.36733
BgeEVm012404t1	767	607.074	2	1.36958
BgeEVm020640t1	766	606.074	7.55374	5.18126
BgeEVm020255t1	766	606.074	15	10.2888
BgeEVm013828t1	766	606.074	0	0
BgeEVm018333t1	766	606.074	3	2.05776
BgeEVm014931t1	766	606.074	0	0
BgeEVm013106t1	765	605.074	0	0
BgeEVm023651t1	764	604.074	4.65303	3.20217
BgeEVm014356t1	763	603.074	33	22.7479
BgeEVm024559t1	763	603.074	6	4.13599
BgeEVm013756t1	761	601.074	0	0
BgeEVm013829t1	761	601.074	0	0
BgeEVm014385t1	761	601.074	1	0.691625
BgeEVm022491t1	760	600.074	3.62639	2.51228
BgeEVm018601t1	759	599.074	0	0
BgeEVm015984t1	759	599.074	4	2.77574
BgeEVm025591t1	759	599.074	1	0.693934
BgeEVm021725t1	758	598.074	0	0
BgeEVm014970t1	758	598.074	0	0
BgeEVm014534t1	756	596.074	0.00741012	0.00516802
BgeEVm015297t1	755	595.074	1.36441	0.953175
BgeEVm012373t1	754	594.074	0	0
BgeEVm014136t1	753	593.074	11.4639	8.03565
BgeEVm025946t1	753	593.074	1	0.700954
